Įmonės pavadinimas,Subtitras,Adresas,Veiklos sritis,Aprašymas,Kontaktinė informacija
"VIA-RETA
","
Pavojingų bei nepavojingų atliekų surinkimas
","Žaisos g. 13, Šlienavos k., LT-53148 Kauno r.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos; gamtos apsauga; konsultacijų paslaugos.
","
PAVOJINGŲ BEI NEPAVOJINGŲ ATLIEKŲ SURINKIMAS, IŠVEŽIMAS, TVARKYMAS - PAGRINDINĖS VIA-RETA, UAB VEIKLOS. Pavojingų atliekų surinkimas, išvežimas, tvarkymas Naudotų kuro filtrų surinkimas, išvežimas, tvarkymas Naudotų tepalo filtrų surinkimas, išvežimas, tvarkymas Naudotų oro filtrų surinkimas, išvežimas, tvarkymas...
",https://rekvizitai.vz.lt/imone/via_reta/
"Movingcare
","
Perkraustymo paslaugos | Aplinkos priežiūra
","Širvintų g. 3-2, LT-44145 Kaunas.","
Veiklos sritys: perkraustymas; apželdinimas ir aplinkos tvarkymas; atliekų tvarkymas; transporto paslaugos.
","
MOVINGCARE Perkraustymo paslaugos Nestandartinių, sunkiasvorių daiktų perkraustymas Aplinkos priežiūra Ilgalaikė objektų priežiūra Perkraustymo paslaugos Dirbame su privačiu, verslo bei valstybiniu sektoriumi. Pasirūpiname kliento turtu nuo pradžios iki galo apdraudžiant transportuojamą kliento turtą. Biurų...
",https://rekvizitai.vz.lt/imone/movingcare/
"Arbora LT
","
Medžių priežiūros, aplinkos tvarkymo paslaugos.
","Vandžiogalos pl. 106G, Domeikava, LT-54358 Kauno r.","
Veiklos sritys: apželdinimas ir aplinkos tvarkymas; atliekų tvarkymas; aukštalipių paslaugos; daržininkystė, sodininkystė; miškininkystė; miško, sodo, vejos technika.
","
„Arbora” savo klientams siūlo platų aplinkos tvarkymo ir medžių priežiūros paslaugų pasirinkimą. Mes nuolat plečiame įmonės specialistų kompetencijos ribas, sistemingai modernizuojame ir didiname techninę bazę, gebame priimti neeilinius iššūkius ir nebijome pokyčių. Klientai ir jų individualūs poreikiai įpareigoja...
",https://rekvizitai.vz.lt/imone/arbora_lt/
"Tekasta
","
Farmaciniu atlieku tvarkymas
","A. Juozapavičiaus pr. 7F-1, LT-45251 Kaunas.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos; patalpų nuoma; vaistai, medicininės medžiagos.
","
FARMACINIŲ ATLIEKŲ TVARKYMAS Teikiame farmacinių atliekų bei pavojingų atliekų tvarkymo paslaugas visoje Lietuvos Respublikos teritorijoje. Mūsų specialistai atvyksta į bet kurią Jūsų nurodytą vietą - vaistinę, ligoninę ar kitą gydymo įstaigą, atlieka pakavimo, ženklinimo ir išvežimo paslaugas, surenka ir paruošia...
",https://rekvizitai.vz.lt/imone/tekasta/
"Bilresta
","
","Pramonės g. 6, LT-06618 Druskininkai.","
Veiklos sritys: statyba; apželdinimas ir aplinkos tvarkymas; atliekų tvarkymas; inžineriniai tinklai ir sistemos; įrankiai; kelių tiesimas, remontas, tiltai; krautuvai, keltuvai, liftai; naudingosios iškasenos; statybos technika, įranga, nuoma; transporto paslaugos; vamzdynai, vandentiekis, nuotekų valymas.
","
UAB „Bilresta“ nuo 2011 metų veikianti statybos ir susisiekimo komunikacijų įmonė. Per ilgus darbo metus įmonė sukaupė didelę patirtį ir subūrė profesionalią specialistų komandą. Mūsų komandoje dirba šių sričių specilaistai bei inžinieriai: statinio konstruktyvas, statinio apdaila, susisiekimo komunikacijos:...
",https://rekvizitai.vz.lt/imone/dzukijos_tvenkiniai/
"Rokvesta
","
MAISTO ATLIEKŲ TVARKYMAS
","Taikos g. 3A, Juodupė, LT-42465 Rokiškio r.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos; gamtos apsauga; komunalinės paslaugos.
","
KRUOPŠTUMAS IR ATSAKINGUMAS Mūsų įmonės svarbiausia vertybė – profesionalumas. Kiekvienoje srityje mes dirbame atsakingai bei profesionaliai tam, kad rezultatai būtų nepriekaištingi. UAB „Rokvesta“ tvarko maisto atliekas surinktas iš maitinimo įstaigų (valgyklų, kavinių, restoranų ir kt.), parduotuvių, logistikos...
",https://rekvizitai.vz.lt/imone/rokvesta/
"Mažoji transporto kompanija
","
GERBŪVIS | KARJERŲ MEDŽIAGOS | STATYBOS TECHNIKA
","Meistrų g. 12-106, LT-02189 Vilnius.","
Veiklos sritys: apželdinimas ir aplinkos tvarkymas; akmens gaminiai; atliekų tvarkymas; betonas ir betono gaminiai; gėlės ir dekoratyviniai augalai; griovimas, gręžimas; inžineriniai tinklai ir sistemos; įrankiai; kelių tiesimas, remontas, tiltai; komunalinės paslaugos; krautuvai, keltuvai, liftai; miško, sodo, vejos technika; naudingosios iškasenos; statyba; statybinės medžiagos; statybos technika, įranga, nuoma; transporto paslaugos; vamzdynai, vandentiekis, nuotekų valymas.
","
Visi gerbūvio, apželdinimo bei aplinkos tvarkymo darbai. Transporto ir statybos technikos nuoma Vilniuje ir Vilniaus apskrityje. Darbus atliekame tiek didelėms statybos kompanijoms, tiek individualių namų bei sklypų šeimininkams. BETONINIŲ TRINKELIŲ ĮRENGIMAS Klojame įvairių rūšių ir spalvų trinkeles...
",https://rekvizitai.vz.lt/imone/mazoji_transporto_kompanija/
"Velstida
","
Medienos atliekų tvarkymas
","Vilkmergės g. 48, Antakalnio III k., LT-20101 Ukmergė.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos; malkos, kuras šildymui; mediena, jos gaminiai.
","
Velstida - sparčiai auganti įmonė, užsiimanti medienos atliekų perdirbimu ir medžio anglies gamyba. Priimame visas medienos atliekas - medžio masyvą , baldus , presuotų drožlių plokštes , medžio plaušo plokštes, pjuvenas, dulkes, kelmus, medines griovimo atliekas, jas kruopščiai išrūšiuojame, perdirbame ir...
",https://rekvizitai.vz.lt/imone/uab_velstida/
"Bobino komanda
","
Perkraustymo paslaugos Vilniuje, Kaune, Klaipėdoje
","Europos pr. 122, LT-46351 Kaunas.","
Veiklos sritys: perkraustymas; atliekų tvarkymas; sandėliavimas; transporto paslaugos.
","
BOBINO ATLIEKAMI DARBAI Įmonių perkraustymas Butų ir namų perkraustymas Sandėlių ar kitos paskirties patalpų perkraustymas Parodų perkraustymas Krovinių pervežimas miestui pritaikytu transportu Krovinių perveržimas pasitelkiant sunkiąją techniką Krovėjų paslaugos 3PL sandėliavimo paslauga ir sandėlio nuoma...
",https://rekvizitai.vz.lt/imone/bobino_komanda/
"RECYCLING tec&sol
","
Katalizatorių supirkimas
","Giesvės g. 13, LT-14187 Vilnius.","
Veiklos sritys: metalų pardavimas, supirkimas; antrinės žaliavos; atliekų tvarkymas; eksportas; metalas, apdirbimas, gaminiai.
","
SUPIRKIMAS Katalizatorių supirkimas Įvairių katalizatorių ir DPF filtrų supirkimas. Katalizatorių kainą įvertiname XRF analizės būdu bei atsižvelgdami į tauriųjų metalų biržoje vyraujančias kainas, siūlome savo klientams geriausią kainą. Elektronikos plokščių supirkimas Elektronikos plokščių laužo supirkimas...
",https://rekvizitai.vz.lt/imone/recycling_tec_sol/
"Dauriusta
","
Atliekų tvarkymo įmonė
","Tursono g. 8, LT-45490 Kaunas.","
Veiklos sritys: atliekų tvarkymas; apželdinimas ir aplinkos tvarkymas; griovimas, gręžimas; komunalinė technika; statybos technika, įranga, nuoma.
","
Dauriusta, UAB paslaugos - atliekų tvarkymas, statybinės technikos ir statybinių konteinerių nuoma, atliekų išvežimas. Aplinkos tvarkymo darbai, kasimo ir griovimo darbai bei kiti gerbūvio tvarkymo darbai Kaune ir Kauno rajone. Akmenskaldės paslaugos Statybinių atliekų išvežimas konteineriais, statybinių...
",https://rekvizitai.vz.lt/imone/dauriusta/
"Biologistika
","
","Taikos g. 3A, Juodupė, LT-42465 Rokiškio r.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos; komunalinės paslaugos; logistikos paslaugos.
","
UAB „Biologistika“ teikia šalutinių gyvūninių produktų, maisto atliekų ir aliejaus bei riebalų surinkimo ir transportavimo paslaugas. Turime veterinarinio patvirtinimo Nr. LT78-91-016 ir LT26-91-002.
",https://rekvizitai.vz.lt/imone/biologistika/
"Teritorijų tvarkymas
","
","Moliakalnio g. 5, Šeimyniškių k., LT-28402 Utenos r.","
Veiklos sritys: apželdinimas ir aplinkos tvarkymas; atliekų tvarkymas; kelių tiesimas, remontas, tiltai; komunalinės paslaugos.
","
Sutvarkytas sodas, išskirtinės vejos įrengimo idėjos, harmoninga namo aplinka suteikia jaukumo ir kokybiško gyvenimo pojūtį. Svajojate susikurti greta namų erdvę, kurioje galėtumėte maloniai leisti laiką? Kreipkitės! Padėsime, paaiškinsime nuo ko pradėti įgyvendinti savo svajonę.
",https://rekvizitai.vz.lt/imone/teritoriju_tvarkymas/
"Ekoverslas
","
GPAIS apskaita, paslaugos, konsultacijos
","Partizanų g. 87A, LT-50312 Kaunas.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos; gamtos apsauga; konsultacijų paslaugos.
","
EKOVERSLAS, UAB Pagrindinė įmonės veikla, tai APLINKOS APSAUGOS versle reikalingos konsultacijos bei dokumentacija. PAGRINDINĖS PASLAUGOS: Atliekų tvarkymo dokumentų rengimas GPAIS apskaita ir konsultacijos Atliekų naudojimo ar šalinimo techninio reglamento rengimas Atliekų tvarkymo veiklos nutraukimo plano...
",https://rekvizitai.vz.lt/imone/ekoverslas/
"SP TRANS
","
","Žaisos g. 16, Šlienavos k., LT-53148 Kauno r.","
Veiklos sritys: statybos technika, įranga, nuoma; atliekų tvarkymas; statyba; statybinės medžiagos.
","
UAB ,,SP TRANS“ veiklos sritis - žvyro (įvairių frakcijų), smėlio (įvairių frakcijų ir plauto), skaldos, betono skaldos, akmens dulkių, atsijų, juodžemio, durpių, molio ir kt.. pardavimas bei transportavimas Kauno apskrityje ir visoje Lietuvoje, įvairiais kiekiais savivartėmis transporto priemonėmis. UAB ""SP TRANS""...
",https://rekvizitai.vz.lt/imone/sp_trans/
"VR Electric
","
[Balers.lt]
Atliekų tvarkymo sprendimai
","Ateities.pl 30A, LT-52163 Kaunas.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos; plastikas, guma, jų gaminiai; pramonės įrengimai; tara, pakuotės; technologinė įranga.
","
Balers.lt - atliekų tvarkymo sprendimai PRESAI Atliekų presai – tai įranga su kuria galima šiuolaikiškai, saugiai bei pelningai tvarkyti turimas įmonės ar privataus sektoriaus atliekas. Atsižvelgiant į poreikį, atliekų tipą bei jų kiekį, galime pasiūlyti daugiau nei 50 skirtingų vertikalių bei horizontalių -...
",https://rekvizitai.vz.lt/imone/vr_electric/
"Svega
","
Vandentiekio, nuotekų, drenažo sistemos
","Smilgų g. 6, Gargždai, LT-96173 Klaipėdos r.","
Veiklos sritys: vamzdynai, vandentiekis, nuotekų valymas; atliekų tvarkymas; automobilių nuoma; komunalinės paslaugos; melioracija, melioracijos technika; šildymas, įrenginiai; statyba; transporto paslaugos.
","
UAB “Svega” - tai vandentiekio, kanalizacijos, lietaus nuotekų, drenažo sistemų, drėkinimo ir nusausinimo sistemų, geoterminio šildymo sistemų specialistai, teikiantys visą įrengimą, priežiūrą, bei aptarnavimą. Požeminių komunikacijų statyba VANDENTIEKIS Vandentiekio įvedimo darbai Prijungiame prie miesto ar...
",https://rekvizitai.vz.lt/imone/svega/
"UAB ""Rhodium.Lt""
","
Automobilių katalizatorių supirkimas
","Miško g. 24, Kulautuva, LT-53479 Kauno r.","
Veiklos sritys: atliekų tvarkymas; didmeninė prekyba.
","
PUTŲ POLISTIROLIO (PUTPLASČIO) ATLIEKOS JAU NE PROBLEMA!!! Priimame: Putų polistirolo, putplasčio atliekas (jos turi būti švarios, atrūšiuotos be statybinių, buitinių atliekų) Putų polistirolo tarą, pakuotes Žuvies dėžes iš putplasčio Svarbu: panaudotas putplastis turi būti sausas, švarus, atrūšiuotas. Nesvarbu:...
",https://rekvizitai.vz.lt/imone/uab_rhodium_lt/
"R&R IDEAS
","
","R. Kalantos g. 49, LT-52303 Kaunas.","
Veiklos sritys: antrinės žaliavos; atliekų tvarkymas; plastikas, guma, jų gaminiai.
","
Įmonės veiklos apimtis:
Spausdintinių plokščių supirkimas
Naudotų transporto priemonių katalizatorių bei DPF filtrų supirkimas
",https://rekvizitai.vz.lt/imone/uab_r_r_ideas/
"Olimeta
","
","Gaižiūnų g. 4, LT-50126 Kaunas.","
Veiklos sritys: antrinės žaliavos; atliekų tvarkymas; metalų pardavimas, supirkimas.
","
Nuo 1994 metų UAB Vidurys rūpinasi mus supančia aplinka – šaliname skystas atliekas bei nuotekas, valome vamzdynus, atliekame vamzdynų televizinę diagnostiką, aptarnaujame naftos, smėlio bei riebalų gaudykles. Turime teisę surinkti, vežti 828 rūšių atliekas bei tvarkyti 46 rūšių atliekas (atliekų tvarkytojų...
",https://rekvizitai.vz.lt/imone/olimeta/
"Vidurys
","
","Pupinės g. 1B, LT-02205 Vilnius.","
Veiklos sritys: komunalinės paslaugos; atliekų tvarkymas; avarinės tarnybos; gamtos apsauga.
","
EMP Recycling – atsakinga ir pažangiausia elektronikos atliekų perdirbimo įmonė Lietuvoje, gyvuojanti nuo 1999 metų. Pagrindinė mūsų veikla – atliekų supirkimas, surinkimas, perdirbimas ir žaliavų atgavimas. Esame didžiausi kategorijos lyderiai ir tai yra mūsų esminis išskirtinumas. Lyderystė ir perdirbimo...
",https://rekvizitai.vz.lt/imone/vidurys/
"EMP recycling
","
","Galinės g. 7, Galinė, LT-14247 Vilniaus r.","
Veiklos sritys: atliekų tvarkymas; antrinės žaliavos.
","
UAB “Ecoservice”, užsiima veikla, susijusia su komunalinių atliekų tvarkymu, antrinių žaliavų surinkimu, rūšiavimu, PET butelių perdirbimu, statybinių atliekų surinkimu, biotualetų nuoma ir aptarnavimu, gatvių tvarkymu, pavojingų atliekų išvežimu, nuotekom ir turi beveik dvidešimties metų patirtį šioje srityje...
",https://rekvizitai.vz.lt/imone/emp_recycling/
"Ecoservice
","
","Dunojaus g. 29, LT-02123 Vilnius.","
Veiklos sritys: antrinės žaliavos; atliekų tvarkymas; komunalinė technika; komunalinės paslaugos.
","
Konteinerių nuoma, statybinių atliekų, šiukšlių, statybinio laužo, medienos, asbesto turinčių gaminių išvežimas. 6 m3, 8m3, 10m3, 12m3, 34m3 GAK ir ASK tipų konteineriai ir jų transportavimo paslaugos. Birių krovinių pervežimai puspriekabėmis su slankiojančiomis grindimis. Pervežimai vykdomi vidaus ir...
",https://rekvizitai.vz.lt/imone/ecoservice/
"UAB Fupa
","
","M. Daukšos g. 43-1, LT-44282 Kaunas.","
Veiklos sritys: atliekų tvarkymas; transporto paslaugos.
","
UAB ""PLAMIKA"" tai Lietuviško kapitalo įmonė pradėjusi savo veiklą 2006 m. UAB ""PLAMIKA"" veikla yra: •Polietileno plėvelių, pramoninių polietileno maišų, maišų šiukšlėms gamyba, polietileno plėvelių su fleksografine spauda gamyba ir kt. •Prekyba antrinėmis plastiko žaliavomis, plastikinių atliekų perdirbimas į...
",https://rekvizitai.vz.lt/imone/uab_fupa/
"PLAMIKA
","
","Sandėlių g. 17, LT-02248 Vilnius.","
Veiklos sritys: tara, pakuotės; antrinės žaliavos; atliekų tvarkymas; plastikas, guma, jų gaminiai.
","
Atstovaujame Vokietijos bendrovę HSM GmbH + Co. KG biuro ir aplinkos technologijų srityse. Prekyba: - didmeninė ir mažmeninė prekyba visų tipų dokumentų naikikliais HSM; - nauji ir naudoti/restauruoti HSM antrinių žaliavų presai, presavimo sistemos, PET butelių perforatoriai ir briketavimo/presavimo įrenginiai...
",https://rekvizitai.vz.lt/imone/plamika/
"GREEN DEAL LT
","
","Dociškių g. 15-2, LT-06154 Vilnius.","
Veiklos sritys: biuro įranga; atliekų tvarkymas; pramonės įrengimai.
","
UAB „Hidroterra“ įsteigta Vilniuje 2005 metais. Šiuo metu pagrindinės UAB „Hidroterra“ veiklos kryptys yra: projektavimas, konsultavimas ir statybos techninė priežiūra. Įmonėje dirba šilumos gamybos ir tiekimo, architektūros, šildymo-vėdinimo, dujotiekio, sklypo plano, statinio konstrukcijų, elektrotechnikos...
",https://rekvizitai.vz.lt/imone/green_deal_lt/
"Hidroterra
","
","Zietelos g. 3, LT-03160 Vilnius.","
Veiklos sritys: projektavimas; architektai; atliekų tvarkymas; konsultacijų paslaugos.
","
",https://rekvizitai.vz.lt/imone/hidroterra/
"Metlana
","
","Šiaurės g. 2A, LT-99116 Šilutė.","
Veiklos sritys: akumuliatoriai; antrinės žaliavos; atliekų tvarkymas; metalų pardavimas, supirkimas.
","
UAB „Metlana“ pagrindinė veikla antrinių žaliavų supirkimas, surinkimas, sandėliavimas, prekyba ir eksportas. Įmonė atlieka eksploatuoti netinkamų transporto priemonių (ENTP) tvarkymo paslaugas. Teikia krovinių pervežimo bei technikos nuomos paslaugas. Mes superkame spalvotųjų ir juodųjų (netauriųjų) metalų laužą...
",https://rekvizitai.vz.lt/imone/uab_metlana/
"Antagutė
","
","Buivydiškių g. 118, Zujūnų k., LT-14160 Vilniaus r.","
Veiklos sritys: atliekų tvarkymas; higienos reikmenys; švaros, valymo paslaugos.
","
UAB ,,ANTAGUTĖ“ įkurta 1999 m. Metų sukaupta patirtis leidžia klientams pasiūlyti: Šalutinių gyvūninių produktų surinkimą ir utilizavimą Aukščiausios kokybės higienos priemones Profesionalias valymo paslaugas UAB „ANTAGUTĖ“ – partneris, kurio patirtis, kompetencija ir įsipareigojimai yra unikalūs. Įmonė yra...
",https://rekvizitai.vz.lt/imone/antagute_i_mikalainienes_ii/
"GSP Baltic
","
GriovimoDarbaiVilniuje.lt
","Leonardo Palevičiaus g. 6, LT-11235 Vilnius.","
Veiklos sritys: griovimas, gręžimas; atliekų tvarkymas; statybos technika, įranga, nuoma; transporto paslaugos.
","
UAB ""GSP Baltic"" - tai patyrusi griovimo ir statybinių atliekų išvežimo srities specialistų komanda, veikianti nuo 2011 metų. Didžiausias mūsų privalumas yra tai, kad turime nuosavą materialinę bazę: pastovi darbuotojų brigada profesionalūs įrankiai ir technika transporto parkas ir statybinių atliekų konteineriai...
",https://rekvizitai.vz.lt/imone/gsp_baltic/
"GVT LT
","
","Antakalnio g. 42-41, LT-10304 Vilnius.","
Veiklos sritys: atliekų tvarkymas.
","
Bendrovė priima ir tvarko pavojingąsias atliekas vadovaudamasi tokių atliekų tvarkymą reglamentuojančių ES ir LR teisės aktų reikalavimų, kokybės vadybos sistemos LST EN ISO 9001:2015, aplinkos apsaugos vadybos sistemos LST EN ISO 14001:2015 bei darbuotojų sveikatos ir saugos vadybos sistemos LST ISO 45001:2018...
",https://rekvizitai.vz.lt/imone/gvt_lt/
"Vytėnų gesintuvai
","
""MOBIAK""
","Užnerio g. 53d-1, LT-47491 Kaunas.","
Veiklos sritys: priešgaisrinė sauga, sistemos; apsaugos sistemos patalpoms; atliekų tvarkymas; dovanos.
","
UŽGESINKITE DU KARTUS DAUGIAU. tik su ""MOBIAK"" gesintuvais. Esame oficialūs Graikijos kompanijos ""MOBIAK"" atstovai Lietuvoje. Importuojame AUKŠČIAUSIOS kokybės, pagal gaisro gesinimo veiksmingumą, miltelinius, vandens putų gesintuvus bei kita gesinimo ir slaugos įrangą DIDMENINĖMIS KAINOMIS. 1. Taip pat gaminame...
",https://rekvizitai.vz.lt/imone/vytenu_gesintuvai/
